UID,OLD_DATA,REF,IDENT,SLAT,SLONG,AGE,DAGE,AGEMTD,CONTINENT,REPLOC,INTM,P,NDIR,INC,DEC,K,A95,NINT,B,DB,DB%,DBN (%),VDM/VADM,VDM,VADM,GROUP,TYPE,FORM,ROCKMAG,COMMENTS,LOCATION NAME,QAGE,QSTAT,QTRM,QALT,QMD,QACN,QTECH,QLITH,QMAG,QDIR,QPI
3845,9397,691,Flow 42,71.33,102.5,252.184,0.133,U-Pb,Asia,Russia,W;T+,R,10,-46.1,237.7,29,8.2,5,6.3,2.3,37,61.5185016,,1.27304393,,Volcanic,Basalt,Lava flow,near magnetite,,"Kotui Sequence, Truba Ravine, Siberian Traps",1,0,1,1,1,0,1,0,0,0,5
4098,9386,712,T (flow 28),71.33,102.5,252.184,0.133,U-Pb,Asia,Russia,M+;T+,R,9,-72.2,314.9,112,4.4,3,7.9,2.8,35.44303797,68.71612886,,1.155803673,,Volcanic,Basalt,Lava flow,near magnetite,,"Kotui Sequence, Truba Ravine, Siberian Traps",1,0,1,1,1,1,0,0,0,1,6
4099,9387,712,T (flow 29),71.33,102.5,252.184,0.133,U-Pb,Asia,Russia,M+,R,10,-73.4,310.8,170,3.4,3,9.4,3.8,40.42553191,81.41099805,,1.356062795,,Volcanic,Basalt,Lava flow,near magnetite,,"Kotui Sequence, Truba Ravine, Siberian Traps",1,0,0,1,1,1,0,0,0,1,5
4018,,709,Flow 1,69.3,88.15,252.314,0.184,U-Pb,Asia,Russia,T+,R,,-62.7,268.1,,,14,6.35,4.957783314,78.07532777,127.0356896,,1.048585727,,Volcanic,Basalt,Lava flow,,,,1,0,0,0,0,0,1,0,0,0,2
4019,,709,Flow 2,69.3,88.15,252.314,0.184,U-Pb,Asia,Russia,W;T+,R,,-67.2,263.2,,,2,17.05,1.767766953,10.36813462,20.53427599,,2.65507514,,Volcanic,Basalt,Lava flow,,,,1,0,0,1,1,0,1,0,0,0,4
4020,,709,Flow 3,69.3,88.15,252.314,0.184,U-Pb,Asia,Russia,W;T+,R,,-66.2,264.8,,,19,13.92631579,7.370198407,52.92281547,72.88393416,,2.196899801,,Volcanic,Basalt,Lava flow,,,,1,0,0,1,0,0,1,0,0,0,3
4021,,709,Flow 4,69.3,88.15,252.314,0.184,U-Pb,Asia,Russia,T+,R,,-50.1,275.2,,,4,3.2,0.707106781,22.09708691,36.98068858,,0.618472829,,Volcanic,Basalt,Lava flow,,,,1,0,0,1,0,0,0,0,0,0,2
4022,,709,Flow 5,69.3,88.15,252.314,0.184,U-Pb,Asia,Russia,T+,R,,-51.2,266.9,,,3,2.1,0.655743852,31.22589773,58.92492232,,0.400710556,,Volcanic,Basalt,Lava flow,,,,1,0,0,1,1,0,0,0,0,0,3
4023,,709,Flow 6,69.3,88.15,252.314,0.184,U-Pb,Asia,Russia,W;T+,N,,71.4,134.5,,,19,14.58421053,4.827843222,33.10321949,43.35619685,,2.154344386,,Volcanic,Basalt,Lava flow,,,,1,0,0,1,0,0,1,0,0,0,3
4024,,709,Flow 7,69.3,88.15,252.314,0.184,U-Pb,Asia,Russia,W;T+,N,,72.6,139.1,,,9,19.58888889,4.853206271,24.77530144,35.51152293,,2.852394179,,Volcanic,Basalt,Lava flow,,,,1,0,0,1,0,0,1,0,0,0,3
4025,,709,Flow 8,69.3,88.15,252.314,0.184,U-Pb,Asia,Russia,W;T+,T,,66.3,157.9,,,1,20,,,,,3.150939965,,Volcanic,Basalt,Lava flow,,,,1,0,0,1,0,0,0,0,0,0,2
3240,8601,645,Bumbo,-34.7,150.9,265.35,0.46,Stratigraphy,Australia,Australia,T+,O,,,,,,7,64.5,2,3.100775194,4.494308472,9.3,,,Volcanic,Silicate crystal,Latite,,VADM,"Kiama lavas, New South Wales",1,1,1,1,0,1,0,0,0,0,5
3241,8602,645,Dapto,-34.7,150.9,265.35,0.46,Stratigraphy,Australia,Australia,T+,O,,,,,,5,58.7,1.2,2.044293015,3.149302368,8.5,,,Volcanic,Silicate crystal,Latite,,VADM,"Kiama lavas, New South Wales",1,1,1,1,0,1,0,0,0,0,5
3148,8464,634,Kazakhstan A,47,80,267.5,7.5,GPTS,Asia,Kazakhstan,T+,N,,-50.2,237,,,32,19.5,7.6,38,48.58643137,,3.764471567,,Volcanic,Basalt,Lava flow,Near magnetite ,May not be a single cooling unit,"Bakanas River basin, Kazakhstan",1,0,0,1,0,0,0,0,0,0,2
3149,8463,634,Kazakhstan B,47,80,267.5,7.5,GPTS,Asia,Kazakhstan,T+,N,,-47.9,265,,,18,19,6.8,35,47.47250437,,3.764730519,,Volcanic,Basalt,Lava flow,Near magnetite ,May not be a single cooling unit,"Bakanas River basin, Kazakhstan",1,0,0,1,0,0,0,0,0,0,2
2424,,502,Belford,55.5,358,269,18,K-Ar,Europe,United Kingdom,T+;M+,R,22,-3.3,189,31.3,5.6,22,13.94545455,7.05763533,50.6088583,67.7311155,1.813636364,3.601763237,,plutonic,theoletiitic quartz dolerite,intrusion,magnetite,"Dating: Liss et al., 2004","Great Whin Sill Complex, UK",1,0,0,1,1,0,1,0,0,0,4
385,430,45,Hyncice,50.6,16.3,275.464,23.586,Stratigraphy,Europe,Czech Republic,T-,O,,-3,192,,,8,50,3,6,8.521074738,,12.91654251,,Volcanic,Ignimbrite,,,,,1,1,0,0,0,0,0,0,0,0,2
1435,1865,137,GZ02,26.5,105.7,276.2,7.9,Stratigraphy,Asia,China,T+,O,6,60.5,73,76,7,6,21.8,4.5,20,31.50317586,4.2,3.704683935,,Volcanic,,Lava Flow,"Ma,Tc  580∞C, SD/MD, KLT",,,1,0,1,1,0,0,0,0,0,1,4
1436,1866,137,GZ03,26.5,105.7,276.2,7.9,Stratigraphy,Asia,China,T+,O,5,47.2,109.3,95,6.2,5,22.8,3.7,16,25.42713291,,4.552654648,,Volcanic,,Lava Flow,"Ma,Tc  600/580∞C, SD/MD, KLT",VDMorig = 3.4,,1,0,1,1,0,0,0,0,0,1,4
1437,1867,137,GZ04,26.5,105.7,276.2,7.9,Stratigraphy,Asia,China,T+,O,6,14.6,70.1,70,7.3,6,14.2,3.7,26,40.37646552,3.4,3.583508923,,Volcanic,,Lava Flow,"Ma,Tc  580∞C, SD/MD, KLT",,,1,0,1,1,0,0,0,0,0,1,4
1438,1868,137,GZ06,26.5,105.7,276.2,7.9,Stratigraphy,Asia,China,T+,O,5,-3.8,50.7,1576,1.5,5,35.3,10.2,28,47.04305831,,9.113412316,,Volcanic,,Lava Flow,"Ma,Tc  580∞C, SD/MD, KLT",,,1,0,0,1,0,0,0,0,0,1,3
1439,1869,137,GZ08,26.5,105.7,276.2,7.9,Stratigraphy,Asia,China,T+,O,6,38.6,69.9,110,7.3,6,20.3,3.2,15,23.80368041,4.1,4.417333894,,Volcanic,,Lava Flow,"Ma,Tc  580∞C, SD/MD, KLT",,,1,1,0,1,0,0,0,0,0,1,4
1403,1799,128,LN01,49.9,11.8,277.5,2.5,Radiometric age,Europe,Germany,T+,O,4,34.6,159.9,621,3.7,4,10.7,2.9,27,46.22212257,,2.409286741,,Plutonic,,Intrusion,"(Ti)Ma + Hae, Tc 680 + 580∞C,  PSD, HT-oxidation",,,1,0,1,1,0,0,0,0,0,0,3
1404,1800,128,SR01,49.9,12,277.5,2.5,Radiometric age,Europe,Germany,T+,O,5,4.2,196.1,904,2.5,4,7.3,0.6,8,13.33103445,,1.883954272,,Plutonic,,Intrusion,"(Ti)Ma + Hae, Tc 680 + 580∞C,  PSD, HT-oxidation",,,1,0,1,1,1,0,0,0,0,1,5
1405,1801,128,SR02,49.9,12,277.5,2.5,Radiometric age,Europe,Germany,T+,O,5,-4.4,213.8,450,3.6,4,18,3.4,19,31.29977237,,4.644453648,,Plutonic,,Intrusion,"(Ti)Ma + Hae, Tc 680 + 580∞C,  PSD, HT-oxidation",,,1,0,1,1,1,0,0,0,0,1,5
781,929,68,ZEL026,43.4,6.7,278,2,K-Ar; Ar/Ar,Europe,France,S,O,,-19.5,,,,1,6.7,,,,,1.65862117,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
782,930,68,ZEL089,43.4,6.7,278,2,K-Ar; Ar/Ar,Europe,France,S,O,,-25,,,,2,16.3,4.419417382,27.15463829,57.34273168,,3.922660639,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
783,931,68,ZEL097,43.4,6.7,278,2,K-Ar; Ar/Ar,Europe,France,S,O,,-21.5,,,,4,15.7,2.714177285,17.27400022,28.52281072,,3.850033738,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
784,932,68,ZEL106,43.4,6.7,278,2,K-Ar; Ar/Ar,Europe,France,S,O,,-29.5,,,,4,26.6,3.308242232,12.43232707,20.30148115,,6.221829038,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
785,933,68,ZEL107,43.4,6.7,278,2,K-Ar; Ar/Ar,Europe,France,S,O,,-29.5,,,,4,18.9,1.122808978,5.954966733,9.612952262,,4.420773264,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
786,908,68,D1,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,4,26.6,0.795424415,2.989755366,4.829447593,,6.401397117,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
787,909,68,D3,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,2,18.1,2.602152955,14.40040373,28.75402745,,4.355837888,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
788,910,68,D4,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,2,16.5,3.075914498,18.61370347,37.82155311,,3.970791445,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
789,911,68,D5,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,4,18.7,1.143707422,6.116082469,9.898125684,,4.500230304,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
790,912,68,H1,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,2,18.6,1.018233765,5.486173302,10.76060882,,4.476164901,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
791,913,68,H2,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,4,20.2,0.576909872,2.859174187,4.61224127,,4.861211344,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
792,914,68,H3,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,1,19.8,,,,,4.764949733,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
793,915,68,H4,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,2,18.4,0.346482323,1.879481002,3.692001601,,4.428034096,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
794,916,68,K1,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,2,29.1,1.286934342,4.428542126,8.684196214,,7.003032184,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
795,917,68,K2,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,2,28.2,1.767766953,6.268677138,12.3330292,,6.78644356,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
796,918,68,K3,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,2,32.3,4.369919908,13.53754618,26.99546274,,7.77312507,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
797,919,68,K4,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,4,47.5,0.677077051,1.439211502,2.3009564,,11.43106628,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
798,920,68,K5,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,4,33.3,3.189612045,9.586331191,15.56316304,,8.013779097,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
799,921,68,K6,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,4,37.2,1.390284743,3.732558542,6.03808846,,8.952329802,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
800,922,68,N1,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,1,12.9,,,,,3.104436948,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
801,923,68,N3,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,2,10.2,0.912167748,8.973612865,17.66381231,,2.454671075,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
802,924,68,N4,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,1,7.1,,,,,1.708643591,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
803,925,68,P1,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,2,24.3,0.502045815,2.062213246,4.051030995,,5.847892855,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
804,926,68,P2,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,1,32.4,,,,,7.797190473,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
805,927,68,P3,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,2,37.8,1.13137085,2.994629036,5.871334743,,9.096722218,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
806,928,68,P4,50.7,356.7,279,6,K-Ar,Europe,United Kingdom,S,O,,-25,198,,,2,44.2,0.982878426,2.221947385,4.36047767,,10.63690799,,Volcanic,Basalt,,,,,1,0,0,1,1,0,0,0,0,0,3
105,130,8,Uzbek01,41,70,280,5,Radiometric age,Asia,Uzbekistan,T-,O,18,-44,150,48.7709605,5,11,35,3.3,9,12.80525439,7.2,7.229877084,,Volcanic,Tuff,Baked contact,,estimated k,,1,1,0,0,0,0,0,0,0,0,2
106,131,8,Uzbek02,41,70,280,5,Radiometric age,Asia,Uzbekistan,T-,O,14,-46,152,99.71715549,4,13,35,3.6,10,13.6707884,7.1,7.080038007,,Volcanic,Ignimbrite,Lava Flow,,estimated k,,1,1,0,0,0,0,0,0,0,1,3
107,132,8,Uzbek03,41,70,280,5,Radiometric age,Asia,Uzbekistan,T-,O,18,-44,134,48.7709605,5,20,34,8.9,26,33.65550556,7,7.023309167,,Volcanic,Ignimbrite,Lava Flow,,estimated k,,1,0,0,0,0,0,0,0,0,0,1
108,133,8,Uzbek04,41,70,280,5,Radiometric age,Asia,Uzbekistan,T-,O,11,-35,144,58.87254412,6,13,37,3.6,9,12.92628909,8.3,8.304171066,,Volcanic,Tuff,Baked contact,,estimated k,,1,1,0,0,0,0,0,0,0,1,3
109,134,8,Uzbek05,41,70,280,5,Radiometric age,Asia,Uzbekistan,T-,O,13,-35,148,108.3784361,4,12,33,3.5,10,14.24902588,7.4,7.406422843,,Volcanic,Tuff,Baked contact,,estimated k,,1,1,0,0,0,0,0,0,0,1,3
110,135,8,Uzbek06,41,70,280,5,Radiometric age,Asia,Uzbekistan,T-,O,14,-43,150,99.71715549,4,14,35,3.7,10,13.92233764,7.3,7.303554525,,Volcanic,Tuff,Baked contact,,estimated k,,1,1,0,0,0,0,0,0,0,1,3
111,136,8,Uzbek07,41,70,280,5,Radiometric age,Asia,Uzbekistan,T-,O,12,-40,150,76.32366595,5,12,34,3.5,10,13.8263085,7.3,7.304044841,,Volcanic,Tuff,Baked contact,,estimated k,,1,1,0,0,0,0,0,0,0,1,3
112,137,8,Uzbek08,41,70,280,5,Radiometric age,Asia,Uzbekistan,T-,O,14,-38,145,64.16771289,5,13,29,3.6,12,16.52992437,6.3,6.344429933,,Volcanic,Tuff,Baked contact,,estimated k,,1,1,0,0,0,0,0,0,0,1,3
706,804,65,8/146,56,285,285,,K-Ar,North America,Canada,T-,O,,,,,,2,26.2,12.37436867,47.14045208,122.207188,4.7,,,Igneous,Dacite,,,Mean F calculated based on similar rocktype and age,,0,0,0,0,0,0,0,0,0,0,0
113,107,8,NCauc01,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,2,-34,260,,,2,16,1.4,8,17.27720371,3.6,3.620003622,,Volcanic,Porphyrite,Baked contact,,,,1,0,0,0,0,0,0,0,0,0,1
114,108,8,NCauc02,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,7,-24,252,,5,5,16,2.2,13,21.43934575,3.9,3.872362496,,Volcanic,Porphyrite,Baked contact,,,,1,1,0,0,0,0,0,0,0,0,2
115,109,8,NCauc03,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,8,-41,266,,6,7,18,2.6,14,21.16377767,3.8,3.830456728,,Volcanic,Porphyrite,Baked contact,,,,1,1,0,0,0,0,0,0,0,0,2
116,110,8,NCauc04,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,6,-33,243,,8,15,17,3.9,22,30.40029369,3.9,3.876406063,,Volcanic,Tuff,Baked contact,,,,1,0,0,0,0,0,0,1,0,0,2
117,111,8,NCauc05,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,23,-34,250,37.62478889,5,27,20,5.2,25,32.3452549,4.5,4.525004527,,Volcanic,Tuff,Baked contact,,estimated k,,1,0,0,0,0,0,0,1,0,0,2
118,112,8,NCauc06,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,16,-29,248,86.01287754,4,17,21,4.1,19,25.3466763,4.9,4.928693853,,Volcanic,Porphyrite,Baked contact,,estimated k,,1,0,0,0,0,0,0,1,0,1,3
119,113,8,NCauc07,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,10,-30,247,94.31064734,5,11,20,3.3,16,22.58348763,4.7,4.661916555,,Volcanic,Porphyrite,Baked contact,,estimated k,,1,1,0,0,0,0,0,1,0,1,4
120,114,8,NCauc08,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,11,-27,246,43.50854373,7,15,21,3.9,18,24.45286055,5,4.993191616,,Volcanic,Porphyrite,Baked contact,,estimated k,,1,1,0,0,0,0,0,1,0,0,3
121,115,8,NCauc09,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,12,-23,250,76.32366595,5,11,22,3.3,15,20.48950963,5.4,5.353514902,,Volcanic,Porphyrite,Baked contact,,estimated k,,1,1,0,0,0,0,0,0,0,1,3
122,116,8,NCauc10,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,7,-18,250,,6,15,18,3.9,21,28.65397252,4.5,4.484959539,,Volcanic,,Baked contact,,,,1,0,0,0,0,0,0,1,0,0,2
123,117,8,NCauc11,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,36,-33,250,64.36666297,3,30,15,5.5,36,45.84334149,3.4,3.420358291,,Volcanic,,Baked contact,,estimated k,,1,0,0,0,0,0,0,1,0,1,3
124,118,8,NCauc12,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,24,-31,250,98.23617738,3,22,22,4.7,21,26.99607108,5.1,5.091852401,,,,Baked contact,,estimated k,,1,0,0,0,0,0,0,1,0,1,3
125,119,8,NCauc13,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,12,-24,262,39.4130761,7,13,14,3.6,25,34.91236029,3.4,3.388317184,,,,Baked contact,,estimated k,,1,0,0,0,0,0,0,1,0,0,2
126,120,8,NCauc14,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,7,-21,251,,7,13,13,3.6,27,37.7496968,3.2,3.195753969,,,,Baked contact,,,,1,0,0,0,0,0,0,1,0,0,2
127,121,8,NCauc15,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,6,-10,250,,8,7,13,2.6,20,29.61188125,3.3,3.323524947,,Volcanic,Porphyrite,Baked contact,,,,1,0,0,0,0,0,0,0,0,0,1
128,122,8,NCauc16,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,11,-28,238,58.87254412,6,12,14,3.5,24,34.28518521,3.3,3.307618142,,,,Baked contact,,estimated k,,1,0,0,0,0,0,0,1,0,1,3
129,123,8,NCauc17,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,6,-24,237,,6,7,13,2.6,20,29.61188125,3.1,3.146294528,,,,Baked contact,,,,1,0,0,0,0,0,0,0,0,0,1
130,124,8,NCauc18,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,2,-22,238,,,2,13,1.4,10,21.34640866,3.2,3.179930364,,Volcanic,Porphyrite,Baked contact,,,,1,0,0,0,0,0,0,0,0,0,1
131,125,8,NCauc19,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,13,-33,245,69.71022196,5,8,14,2.8,20,28.93151281,3.2,3.192334405,,Volcanic,Porphyrite,Baked contact,,estimated k,,1,0,0,0,0,0,0,1,0,1,3
132,126,8,NCauc20,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,10,-23,248,37.42468407,8,9,12,3,25,35.85262032,2.9,2.920099037,,,,Baked contact,,estimated k,,1,0,0,0,0,0,0,1,0,0,2
133,127,8,NCauc21,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,3,-19,256,,9,3,13,1.7,13,22.96164994,3.2,3.225366087,,Volcanic,Porphyrite,Baked contact,,,,1,0,0,0,0,0,0,0,0,0,1
134,128,8,NCauc22,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,4,-11,247,,7,6,13,2.4,18,28.03171631,3.3,3.315540016,,Volcanic,Porphyrite,Baked contact,,,,1,0,0,0,0,0,0,0,0,0,1
135,129,8,NCauc23,43,42,285.945,13.105,Stratigraphy,Europe,Russia,T-,R,,,,,,3,13,3.5,26,49.63853033,3.2,,,Volcanic,Porphyrite,Baked contact,,,,1,0,0,0,0,0,0,0,0,0,1
207,216,18,Lower Marine Series,-32.7,151.6,285.945,13.105,Stratigraphy,Australia,Australia,T-,O,6,76,230,,,,31.027,22.4005,72.19679634,,8,4.349691372,,Volcanic,Andesite,,,Location and direction from Irving and Parry (1963),,1,0,0,0,0,0,0,0,0,0,1
958,1185,85,North Caucasus 01l,43,41,285.945,13.105,Stratigraphy,Europe,Russia,T-,O,9,-28,230,,6,9,36,9,25,35.85262032,,8.505303794,,Volcanic,Porphyrite,Baked contact,Magnetitte and/or hematite,Left bank of the Aksaut river; ,,1,0,0,0,1,0,0,0,0,0,2
959,1186,85,North Caucasus 01r,43,41,285.945,13.105,Stratigraphy,Europe,Russia,T-,O,12,-37,254,39.4130761,7,4,53,6,11,18.44336044,,11.69695781,,Volcanic,Tuff,Baked contact,Magnetitte and/or hematite,Right bank of the Aksaut river; estimated k,,1,0,0,0,1,0,0,0,0,0,2
960,1187,85,North Caucasus 02l,43,41,285.945,13.105,Stratigraphy,Europe,Russia,T-,O,8,-26,246,,7,8,33,5.7,17,24.85785857,,7.894805439,,Volcanic,Porphyrite,Baked contact,Magnetitte and/or hematite,Left bank of the Aksaut river; ,,1,1,0,0,0,0,0,0,0,0,2
961,1188,85,North Caucasus 02r,43,41,285.945,13.105,Stratigraphy,Europe,Russia,T-,O,5,-32,254,,10,5,51,4.5,8,13.65817311,,11.7175975,,Volcanic,Tuff,Baked contact,Magnetitte and/or hematite,Right bank of the Aksaut river; ,,1,1,0,0,1,0,0,0,0,0,3
962,1189,85,North Caucasus 03l,43,41,285.945,13.105,Stratigraphy,Europe,Russia,T-,O,10,-6,244,65.78662383,6,8,32,5.7,17,25.65927612,,8.241115805,,Volcanic,Porphyrite,Baked contact,Magnetitte and/or hematite,Left bank of the Aksaut river; estimated k,,1,0,0,0,0,0,0,0,0,1,2
963,1190,85,North Caucasus 03r,43,41,285.945,13.105,Stratigraphy,Europe,Russia,T-,O,13,-32,248,48.70527019,6,10,50,9.5,18,26.47349075,,11.48784069,,Volcanic,Porphyrite,Baked contact,Magnetitte and/or hematite,Right bank of the Aksaut river; estimated k,,1,0,0,0,1,0,0,0,0,0,2
964,1191,85,North Caucasus 04l,43,41,285.945,13.105,Stratigraphy,Europe,Russia,WB,O,6,-12,241,,8,6,43,7.3,17,25.69639852,,10.93791667,,Volcanic,Porphyrite,Baked contact,Magnetitte and/or hematite,Left bank of the Aksaut river; ,,1,0,0,0,1,0,0,0,0,0,2
965,1192,85,North Caucasus 04r,43,41,285.945,13.105,Stratigraphy,Europe,Russia,WB,O,11,-20,260,33.53672186,8,8,52,8.5,16,23.48730617,,12.84360859,,Volcanic,Porphyrite,Baked contact,Magnetitte and/or hematite,Right bank of the Aksaut river; estimated k,,1,1,0,0,1,0,0,0,0,0,3
966,1193,85,North Caucasus 05l,43,41,285.945,13.105,Stratigraphy,Europe,Russia,T-,O,5,-28,235,,9,10,38,9.5,24,35.24603408,,8.977820672,,Volcanic,Porphyrite,Baked contact,Magnetitte and/or hematite,Left bank of the Aksaut river; ,,1,0,0,0,1,0,0,0,0,0,2
967,1194,85,North Caucasus 05r,43,41,285.945,13.105,Stratigraphy,Europe,Russia,WB,O,5,-27,252,,10,16,48,12,25,32.96696547,,11.41300941,,Volcanic,Porphyrite,Baked contact,Magnetitte and/or hematite,Right bank of the Aksaut river; ,,1,0,0,0,1,0,0,0,0,0,2
968,1195,85,North Caucasus 06l,43,41,285.945,13.105,Stratigraphy,Europe,Russia,T-,O,8,-36,234,,6,8,36,8.5,23,34.42961918,,8.013083236,,Volcanic,Porphyrite,Baked contact,Magnetitte and/or hematite,Left bank of the Aksaut river; ,,1,0,0,0,0,0,0,0,0,0,1
969,1196,85,North Caucasus 06r,43,41,285.945,13.105,Stratigraphy,Europe,Russia,T-,O,4,-40,234,,10,4,48,6,12,20.4066779,,10.31159272,,Volcanic,Porphyrite,Baked contact,Magnetitte and/or hematite,Right bank of the Aksaut river; ,,1,0,0,0,1,0,0,0,0,0,2
970,1197,85,North Caucasus 07l,43,41,285.945,13.105,Stratigraphy,Europe,Russia,T-,O,4,-28,224,,10,8,36,8.5,23,34.42961918,,8.505303794,,Volcanic,Tuff,Baked contact,Magnetitte and/or hematite,Left bank of the Aksaut river; ,,1,0,0,0,0,0,0,0,0,0,1
971,1198,85,North Caucasus 07r,43,41,285.945,13.105,Stratigraphy,Europe,Russia,T-,O,7,-44,238,,9,7,51,10.6,20.1,30.82715383,8.5,10.53496375,,Volcanic,Porphyrite,Baked contact,Magnetitte and/or hematite,Right bank of the Aksaut river; ,,1,0,0,0,1,0,0,0,0,0,2
972,1199,85,North Caucasus 08l,43,41,285.945,13.105,Stratigraphy,Europe,Russia,T-,O,7,-44,242,,8,8,41,5.7,13,19.90141649,,8.469284584,,Volcanic,Porphyrite,Baked contact,Magnetitte and/or hematite,Left bank of the Aksaut river; ,,1,1,0,0,1,0,0,0,0,0,3
973,1200,85,North Caucasus 08r,43,41,285.945,13.105,Stratigraphy,Europe,Russia,WB,O,11,-26,242,26.70007904,9,16,54,8,14,19.26859698,,12.91877254,,Volcanic,Porphyrite,Lava Flow,Magnetitte and/or hematite,Right bank of the Aksaut river; estimated k,,1,1,0,0,1,0,0,0,0,0,3
974,1201,85,North Caucasus 09l,43,41,285.945,13.105,Stratigraphy,Europe,Russia,T-,O,5,-20,219,,9,6,34,4.9,14,21.70969191,,8.397744079,,Volcanic,Porphyrite,Baked contact,Magnetitte and/or hematite,Left bank of the Aksaut river; ,,1,1,0,0,0,0,0,0,0,0,2
